"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2019",29.87,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2020",29.87,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.04,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",0.66,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",4.35,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",5.14,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",6.39,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",11.1,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",14.98,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",15.86,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",15.96,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",16.02,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",16.62,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",17.4,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",17.48,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",17.66,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",17.94,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",17.94,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",17.94,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.01,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.1,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.14,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.16,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.16,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2005",0.5,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2010",0.57,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2011",0.57,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2012",0.62,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2013",0.68,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2014",0.68,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2015",0.68,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2016",0.76,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2017",0.76,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2018",0.76,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2019",0.76,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2020",0.76,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.54,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",2.11,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",13.55,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",21.71,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",29.88,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",35.41,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",39.52,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",39.6,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",39.62,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",39.62,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",39.64,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",39.64,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",39.64,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",39.65,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",39.67,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",39.67,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",39.67,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.29,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.5,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.5,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.5,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.54,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2005",22.61,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2010",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2011",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2012",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2013",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2014",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2015",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2016",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2017",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2018",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2019",22.62,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2020",22.62,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",3.41,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",6.46,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",7.44,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",20.98,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",21,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",21.55,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",21.6,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",21.95,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",22.23,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",22.25,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",22.3,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",22.3,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",22.3,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",22.3,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",22.3,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",22.3,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.01,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.25,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.25,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.26,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2005",0.26,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2010",0.56,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2011",0.89,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2012",0.89,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2013",0.89,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2014",0.89,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2015",2.46,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2016",4.14,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2017",4.14,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2018",4.14,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2019",4.14,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2020",4.14,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.05,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",1.72,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",6.28,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",7.44,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",14.08,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",35.02,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",35.07,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",37.22,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",37.22,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",37.22,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",37.22,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",37.22,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",37.25,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",37.59,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",37.59,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",37.59,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",37.59,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.35,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",0.46,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",7.44,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",10.34,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",24.21,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",27.21,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",27.88,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",27.94,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",27.94,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",27.95,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",27.96,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",27.96,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",27.97,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",27.98,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",27.98,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",27.98,
"ESP","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",27.98,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.1,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.2,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.58,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2005",0.64,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2010",0.93,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2011",1.02,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2012",1.02,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2013",1.02,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2014",6.88,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2015",8.13,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2016",8.13,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2017",8.14,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2018",12.45,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2019",12.45,
"ESP","PROTECTEDAREA","MARINE","PC_WATER","A","2020",12.45,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.29,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",1,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",1.68,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",9.7,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",11.94,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",13.16,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",13.47,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",13.51,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",13.56,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",13.6,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",13.66,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",13.71,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",13.79,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",13.97,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",14.18,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",14.2,
"SWE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",14.2,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.07,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.26,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.97,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","1995",1.58,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2000",2.87,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2005",3.89,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2010",6.19,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2011",7.14,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2012",7.16,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2013",7.19,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2014",7.43,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2015",7.44,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2016",14.77,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2017",14.77,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2018",14.86,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2019",14.91,
"SWE","PROTECTEDAREA","MARINE","PC_WATER","A","2020",14.91,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.46,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",0.5,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",0.91,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",5.15,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",5.37,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",7.73,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",10.02,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",10.02,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",10.02,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",10.02,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",10.03,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",10.03,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",10.04,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",10.26,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",10.27,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",10.27,
"CHE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",10.27,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",11.14,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",16.54,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",20.62,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",22.17,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",23,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",25.38,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",27.42,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",27.55,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",27.57,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",27.58,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",27.58,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",27.59,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",27.62,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",27.63,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",27.63,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",27.63,
"GBR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",27.63,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.03,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.34,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.83,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","1995",1.09,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2000",2.16,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2005",2.22,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2010",5.23,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2011",6.98,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2012",8.21,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2013",9.43,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2014",17.61,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2015",17.61,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2016",20.33,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2017",25.71,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2018",25.97,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2019",25.97,
"GBR","PROTECTEDAREA","MARINE","PC_WATER","A","2020",25.97,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",5.23,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",9.92,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",10.6,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",11.52,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",12.14,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",12.26,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",12.5,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",12.52,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",12.53,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",12.53,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",12.54,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",12.54,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",12.54,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",12.54,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",12.54,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",12.54,
"USA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",12.54,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.17,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.42,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.69,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","1995",1.02,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2000",1.02,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2005",1.03,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2010",18.86,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2011",18.86,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2012",18.87,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2013",18.89,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2014",18.89,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2015",18.89,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2016",19.04,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2017",19.04,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2018",19.04,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2019",19.04,
"USA","PROTECTEDAREA","MARINE","PC_WATER","A","2020",19.04,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",4.43,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",7.34,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",8.53,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",9.48,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",10.45,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",11.4,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",12.24,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",12.37,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",12.46,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",12.63,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",12.65,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",12.77,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",12.79,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",12.81,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",13.01,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",13.02,
"G7M","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",13.02,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.16,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","1980",1.89,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","1990",2.06,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","1995",2.23,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2000",2.41,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2005",2.6,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2010",10.45,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2011",10.52,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2012",10.8,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2013",11.04,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2014",11.34,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2015",11.34,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2016",11.53,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2017",12.57,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2018",12.7,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2019",12.71,
"G7M","PROTECTEDAREA","MARINE","PC_WATER","A","2020",12.71,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",1.04,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",2.49,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",4.3,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",5.21,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",6.36,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",7.38,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",7.94,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",8.01,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",8.03,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",8.04,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",8.09,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",8.27,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",8.29,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",8.33,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",8.39,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",8.39,
"ARG","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2020",8.39,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.03,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.03,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.05,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.13,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2005",0.25,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2010",0.27,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2011",0.27,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2012",42.62,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2013",43.67,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2014",43.67,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2015",43.68,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2016",43.68,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2017",43.68,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2018",46.56,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2019",46.56,
"ARG","PROTECTEDAREA","MARINE","PC_WATER","A","2020",46.56,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",1.69,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",7.81,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",7.92,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",18.62,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",18.62,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",20.01,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",22.97,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",24.11,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",24.11,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",24.11,
"ARM","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",24.11,
